report_date,assigned_unid,fund_name,initial_investment_date,commitment,contributions,unfunded_commitment,current_market_value,distributions,total_value,tvpi,net_benefit,irr,strategy
6/30/2019,1b15u81m10glzmdd2vc0,"KKR Asian Fund III, L.P.",2/12/2018,500000000,179048148,327520032,233901172,0,233901172,1.3,54853024,0.4818,Corporate Finance/Buyout - Mega
3/31/2019,1b15u81m10glzmdd2vc0,"KKR Asian Fund III, L.P.",2/12/2018,500000000,130810994,369189006,152778666,0,152778666,1.2,21967672,0.2933,Corporate Finance/Buyout - Mega
12/31/2018,1b15u81m10glzmdd2vc0,"KKR Asian Fund III, L.P.",2/12/2018,500000000,87504620,412495380,97013901,0,97013901,1.1,9509281,0.1838,Corporate Finance/Buyout - Mega
9/30/2018,1b15u81m10glzmdd2vc0,"KKR Asian Fund III, L.P.",2/12/2018,500000000,70646435,429353565,76184756,0,76184756,1.1,5538321,0.1345,Corporate Finance/Buyout - Mega
6/30/2018,1b15u81m10glzmdd2vc0,"KKR Asian Fund III, L.P.",2/12/2018,500000000,35106769,464893231,26366551,0,26366551,0.8,-8740218,-0.249,Corporate Finance/Buyout - Mega
3/31/2018,1b15u81m10glzmdd2vc0,"KKR Asian Fund III, L.P.",2/12/2018,500000000,35106769,464893231,27556914,0,27556914,0.8,-7549855,-0.2151,Corporate Finance/Buyout - Mega
6/30/2021,1bhqetsbpjlm6xbie933,"Warburg Pincus Global Growth, L.P.",3/26/2019,750000000,507750000,242250000,603168631,12655751,615824382,1.2,108074382,0.2633,Growth Equity
3/31/2021,1bhqetsbpjlm6xbie933,"Warburg Pincus Global Growth, L.P.",3/26/2019,750000000,370125000,379875000,414233205,11905808,426139013,1.2,56014013,0.1869,Growth Equity
12/31/2020,1bhqetsbpjlm6xbie933,"Warburg Pincus Global Growth, L.P.",3/26/2019,750000000,339000000,411000000,353245551,5734932,358980483,1.1,19980483,0.0949,Growth Equity
9/30/2020,1bhqetsbpjlm6xbie933,"Warburg Pincus Global Growth, L.P.",3/26/2019,750000000,227250000,522750000,224530567,4984932,229515499,1,2265499,0.0159,Growth Equity
6/30/2020,1bhqetsbpjlm6xbie933,"Warburg Pincus Global Growth, L.P.",3/26/2019,750000000,171750000,578250000,158767349,4234932,163002281,0.9,-8747720,-0.0903,Growth Equity
3/31/2020,1bhqetsbpjlm6xbie933,"Warburg Pincus Global Growth, L.P.",3/26/2019,750000000,141750000,608250000,130185199,3484932,133670131,0.9,-8079870,-0.13,Growth Equity
12/31/2019,1bhqetsbpjlm6xbie933,"Warburg Pincus Global Growth, L.P.",3/26/2019,750000000,120375000,629625000,109716304,2734932,112451236,0.9,-7923765,-0.1875,Growth Equity
9/30/2019,1bhqetsbpjlm6xbie933,"Warburg Pincus Global Growth, L.P.",3/26/2019,750000000,45375000,704625000,35533014,1984932,37517946,0.8,-7857055,-0.3654,Growth Equity
6/30/2019,1bhqetsbpjlm6xbie933,"Warburg Pincus Global Growth, L.P.",3/26/2019,750000000,9000000,741000000,3371278,1234932,4606210,0.5,-4393791,-0.562,Growth Equity
3/31/2019,1bhqetsbpjlm6xbie933,"Warburg Pincus Global Growth, L.P.",3/26/2019,750000000,9000000,741000000,6585842,484932,7070774,0.8,-1929227,,Growth Equity
6/30/2021,1hrol9krxp6xqlgyu94a,"Permira VI, L.P.",1/11/2017,368543150,325063397,85241982,583097764,93068124,676165889,2.1,351102492,0.3071,Corporate Finance/Buyout - Mega
3/31/2021,1hrol9krxp6xqlgyu94a,"Permira VI, L.P.",1/11/2017,367460480,325063397,84159312,519337035,93068124,612405159,1.9,287341762,0.2871,Corporate Finance/Buyout - Mega
12/31/2020,1hrol9krxp6xqlgyu94a,"Permira VI, L.P.",1/11/2017,371313632,325063397,88012464,576153816,75626785,651780601,2,326717204,0.349,Corporate Finance/Buyout - Mega
9/30/2020,1hrol9krxp6xqlgyu94a,"Permira VI, L.P.",1/11/2017,367438772,325063397,84137604,461708150,49816499,511524649,1.6,186461252,0.2467,Corporate Finance/Buyout - Mega
6/30/2020,1hrol9krxp6xqlgyu94a,"Permira VI, L.P.",1/11/2017,363881213,325063397,80580045,368628626,49816499,418445125,1.3,93381728,0.1516,Corporate Finance/Buyout - Mega
3/31/2020,1hrol9krxp6xqlgyu94a,"Permira VI, L.P.",1/11/2017,361810407,325063397,36747010,381541540,0,381541540,1.2,56478143,0.1091,Corporate Finance/Buyout - Mega
12/31/2019,1hrol9krxp6xqlgyu94a,"Permira VI, L.P.",1/11/2017,363042948,282558258,80484689,380947290,0,380947290,1.3,98389032,0.2146,Corporate Finance/Buyout - Mega
9/30/2019,1hrol9krxp6xqlgyu94a,"Permira VI, L.P.",1/11/2017,360899483,282558258,78341225,332099885,0,332099885,1.2,49541627,0.1366,Corporate Finance/Buyout - Mega
6/30/2019,1hrol9krxp6xqlgyu94a,"Permira VI, L.P.",1/11/2017,365125304,245123680,120001624,290254350,0,290254350,1.2,45130670,0.1533,Corporate Finance/Buyout - Mega
3/31/2019,1hrol9krxp6xqlgyu94a,"Permira VI, L.P.",1/11/2017,363341776,225921113,137420663,255655519,0,255655519,1.1,29734405,0.1287,Corporate Finance/Buyout - Mega
12/31/2018,1hrol9krxp6xqlgyu94a,"Permira VI, L.P.",1/11/2017,366726788,193470042,173256746,213817178,0,213817178,1.1,20347136,0.1143,Corporate Finance/Buyout - Mega
9/30/2018,1hrol9krxp6xqlgyu94a,"Permira VI, L.P.",1/11/2017,369750743,163094288,206656455,186422091,0,186422091,1.1,23327803,0.174,Corporate Finance/Buyout - Mega
6/30/2018,1hrol9krxp6xqlgyu94a,"Permira VI, L.P.",1/11/2017,371056582,145235808,225820773,165936938,0,165936938,1.1,20701130,0.2163,Corporate Finance/Buyout - Mega
3/31/2018,1hrol9krxp6xqlgyu94a,"Permira VI, L.P.",1/11/2017,386147536,96688608,289458928,110793040,0,110793040,1.1,14104432,0.2098,Corporate Finance/Buyout - Mega
12/31/2017,1hrol9krxp6xqlgyu94a,"Permira VI, L.P.",1/11/2017,377479812,81538464,295941348,90480869,0,90480869,1.1,8942405,0.1953,Corporate Finance/Buyout - Mega
9/30/2017,1hrol9krxp6xqlgyu94a,"Permira VI, L.P.",1/11/2017,373459342,56453600,317005742,57079735,0,57079735,1,626135,0.0169,Corporate Finance/Buyout - Mega
6/30/2017,1hrol9krxp6xqlgyu94a,"Permira VI, L.P.",1/11/2017,362963158,56453600,306509558,54296294,0,54296294,1,-2157306,-0.0799,Corporate Finance/Buyout - Mega
3/31/2017,1hrol9krxp6xqlgyu94a,"Permira VI, L.P.",1/11/2017,341652466,15202080,326450386,12634693,0,12634693,0.8,-2567387,-0.1689,Corporate Finance/Buyout - Mega
6/30/2021,1oapg24mclvcqvnze6dk,"Affinity Asia Pacific Fund V, L.P.",12/11/2018,350000000,74952380,281807792,95037446,7423917,102461363,1.4,27508983,0.1536,Corporate Finance/Buyout - Large
3/31/2021,1oapg24mclvcqvnze6dk,"Affinity Asia Pacific Fund V, L.P.",12/11/2018,350000000,74952380,281807792,84883646,7423917,92307563,1.2,17355183,0.1126,Corporate Finance/Buyout - Large
12/31/2020,1oapg24mclvcqvnze6dk,"Affinity Asia Pacific Fund V, L.P.",12/11/2018,350000000,72168917,284591255,82669127,7279427,89948554,1.2,17779636,0.1311,Corporate Finance/Buyout - Large
9/30/2020,1oapg24mclvcqvnze6dk,"Affinity Asia Pacific Fund V, L.P.",12/11/2018,350000000,72168917,277937618,68693411,625789,69319200,1,-2849717,-0.0258,Corporate Finance/Buyout - Large
6/30/2020,1oapg24mclvcqvnze6dk,"Affinity Asia Pacific Fund V, L.P.",12/11/2018,350000000,68989751,281010249,65545206,232727,65777933,1,-3211818,-0.0347,Corporate Finance/Buyout - Large
3/31/2020,1oapg24mclvcqvnze6dk,"Affinity Asia Pacific Fund V, L.P.",12/11/2018,350000000,68989751,281010249,56548618,232727,56781345,0.8,-12208406,-0.1622,Corporate Finance/Buyout - Large
12/31/2019,1oapg24mclvcqvnze6dk,"Affinity Asia Pacific Fund V, L.P.",12/11/2018,350000000,68989751,281010249,63802466,232727,64035193,0.9,-4954558,-0.0836,Corporate Finance/Buyout - Large
9/30/2019,1oapg24mclvcqvnze6dk,"Affinity Asia Pacific Fund V, L.P.",12/11/2018,350000000,68989751,281010249,64204037,232727,64436764,0.9,-4552987,-0.0871,Corporate Finance/Buyout - Large
6/30/2019,1oapg24mclvcqvnze6dk,"Affinity Asia Pacific Fund V, L.P.",12/11/2018,350000000,69939980,280060020,68714084,0,68714084,1,-1225896,-0.0277,Corporate Finance/Buyout - Large
3/31/2019,1oapg24mclvcqvnze6dk,"Affinity Asia Pacific Fund V, L.P.",12/11/2018,350000000,51067431,298932569,48950986,0,48950986,1,-2116445,-0.0721,Corporate Finance/Buyout - Large
12/31/2018,1oapg24mclvcqvnze6dk,"Affinity Asia Pacific Fund V, L.P.",12/11/2018,350000000,20016340,329983660,20016340,0,20016340,1,0,0,Corporate Finance/Buyout - Large
6/30/2021,1rmffc6texfebq4n7ra4,"KKR Americas Fund XII, L.P.",10/31/2017,750000000,571911755,217456392,1141521447,63872761,1205394208,2.1,633482453,0.4298,Corporate Finance/Buyout - Mega
3/31/2021,1rmffc6texfebq4n7ra4,"KKR Americas Fund XII, L.P.",10/31/2017,750000000,474063622,309750943,918705221,52852913,971558134,2,497494512,0.4028,Corporate Finance/Buyout - Mega
12/31/2020,1rmffc6texfebq4n7ra4,"KKR Americas Fund XII, L.P.",10/31/2017,750000000,472837670,303495518,686419180,21087865,707507045,1.5,234669375,0.2453,Corporate Finance/Buyout - Mega
9/30/2020,1rmffc6texfebq4n7ra4,"KKR Americas Fund XII, L.P.",10/31/2017,750000000,408496437,357434414,575432272,10685528,586117800,1.4,177621363,0.2221,Corporate Finance/Buyout - Mega
6/30/2020,1rmffc6texfebq4n7ra4,"KKR Americas Fund XII, L.P.",10/31/2017,750000000,388336387,366336534,460045904,4944642,464990546,1.2,76654159,0.1189,Corporate Finance/Buyout - Mega
3/31/2020,1rmffc6texfebq4n7ra4,"KKR Americas Fund XII, L.P.",10/31/2017,750000000,363420736,391252185,384039659,4944642,388984301,1.1,25563565,0.0483,Corporate Finance/Buyout - Mega
12/31/2019,1rmffc6texfebq4n7ra4,"KKR Americas Fund XII, L.P.",10/31/2017,750000000,363420736,391252185,398595324,4944642,403539966,1.1,40119230,0.0911,Corporate Finance/Buyout - Mega
9/30/2019,1rmffc6texfebq4n7ra4,"KKR Americas Fund XII, L.P.",10/31/2017,750000000,339612319,415060602,362559629,4944642,367504271,1.1,27891952,0.0803,Corporate Finance/Buyout - Mega
6/30/2019,1rmffc6texfebq4n7ra4,"KKR Americas Fund XII, L.P.",10/31/2017,750000000,304105590,447555758,324908491,4944239,329852730,1.1,25747140,0.0976,Corporate Finance/Buyout - Mega
3/31/2019,1rmffc6texfebq4n7ra4,"KKR Americas Fund XII, L.P.",10/31/2017,750000000,295821102,455840246,312854996,4944239,317799235,1.1,21978133,0.1169,Corporate Finance/Buyout - Mega
12/31/2018,1rmffc6texfebq4n7ra4,"KKR Americas Fund XII, L.P.",10/31/2017,750000000,259427254,492234094,259272600,4944239,264216839,1,4789585,0.0397,Corporate Finance/Buyout - Mega
9/30/2018,1rmffc6texfebq4n7ra4,"KKR Americas Fund XII, L.P.",10/31/2017,750000000,107411938,644026098,123379949,0,123379949,1.1,15968011,0.2469,Corporate Finance/Buyout - Mega
6/30/2018,1rmffc6texfebq4n7ra4,"KKR Americas Fund XII, L.P.",10/31/2017,750000000,107411938,644026098,109723097,0,109723097,1,2311159,0.045,Corporate Finance/Buyout - Mega
3/31/2018,1rmffc6texfebq4n7ra4,"KKR Americas Fund XII, L.P.",10/31/2017,750000000,87690226,663747810,89754531,0,89754531,1,2064305,0.0806,Corporate Finance/Buyout - Mega
12/31/2017,1rmffc6texfebq4n7ra4,"KKR Americas Fund XII, L.P.",10/31/2017,750000000,11373469,738626531,7641835,0,7641835,0.7,-3731634,-0.3281,Corporate Finance/Buyout - Mega
6/30/2021,1ts069ug8kvsp58lpbpm,"Sequoia Global Growth Fund III - Endurance Partners, L.P.",6/11/2018,350000000,245353516,104646484,486023073,11058864,497081937,2,251728421,0.6227,Growth Equity
3/31/2021,1ts069ug8kvsp58lpbpm,"Sequoia Global Growth Fund III - Endurance Partners, L.P.",6/11/2018,350000000,221994509,128005491,426084280,1220856,427305136,1.9,205310627,0.6426,Growth Equity
12/31/2020,1ts069ug8kvsp58lpbpm,"Sequoia Global Growth Fund III - Endurance Partners, L.P.",6/11/2018,350000000,181561934,168438066,419093284,0,419093284,2.3,237531350,0.8871,Growth Equity
9/30/2020,1ts069ug8kvsp58lpbpm,"Sequoia Global Growth Fund III - Endurance Partners, L.P.",6/11/2018,350000000,155182135,194817865,289510320,0,289510320,1.9,134328185,0.7026,Growth Equity
6/30/2020,1ts069ug8kvsp58lpbpm,"Sequoia Global Growth Fund III - Endurance Partners, L.P.",6/11/2018,350000000,125829402,224170598,146144633,0,146144633,1.2,20315231,0.1607,Growth Equity
3/31/2020,1ts069ug8kvsp58lpbpm,"Sequoia Global Growth Fund III - Endurance Partners, L.P.",6/11/2018,350000000,93979402,256020598,99755443,0,99755443,1.1,5776041,0.0605,Growth Equity
12/31/2019,1ts069ug8kvsp58lpbpm,"Sequoia Global Growth Fund III - Endurance Partners, L.P.",6/11/2018,350000000,91179402,258820598,98005227,0,98005227,1.1,6825825,0.0949,Growth Equity
9/30/2019,1ts069ug8kvsp58lpbpm,"Sequoia Global Growth Fund III - Endurance Partners, L.P.",6/11/2018,350000000,65629402,284370598,69181363,0,69181363,1.1,3551961,0.0685,Growth Equity
6/30/2019,1ts069ug8kvsp58lpbpm,"Sequoia Global Growth Fund III - Endurance Partners, L.P.",6/11/2018,350000000,50579402,299420598,52341693,0,52341693,1,1762291,0.0469,Growth Equity
3/31/2019,1ts069ug8kvsp58lpbpm,"Sequoia Global Growth Fund III - Endurance Partners, L.P.",6/11/2018,350000000,41400000,308600000,42715877,0,42715877,1,1315877,0.041,Growth Equity
12/31/2018,1ts069ug8kvsp58lpbpm,"Sequoia Global Growth Fund III - Endurance Partners, L.P.",6/11/2018,300000000,40500000,259500000,41164890,0,41164890,1,664890,0.0236,Growth Equity
9/30/2018,1ts069ug8kvsp58lpbpm,"Sequoia Global Growth Fund III - Endurance Partners, L.P.",6/11/2018,300000000,33300000,266700000,34529086,0,34529086,1,1229086,0.0584,Growth Equity
6/30/2018,1ts069ug8kvsp58lpbpm,"Sequoia Global Growth Fund III - Endurance Partners, L.P.",6/11/2018,300000000,16200000,283800000,16321312,0,16321312,1,121312,0.0103,Growth Equity
6/30/2021,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,400000000,0,288421671,248704502,537126173,1.3,137126173,0.0517,Distressed Debt
3/31/2021,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,400000000,0,312623069,202736677,515359746,1.3,115359746,0.0457,Distressed Debt
12/31/2020,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,400000000,0,274539631,202736677,477276308,1.2,77276308,0.0329,Distressed Debt
9/30/2020,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,400000000,0,256360529,202736677,459097206,1.1,59097206,0.0265,Distressed Debt
6/30/2020,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,400000000,0,256010252,191581722,447591974,1.1,47591974,0.0222,Distressed Debt
3/31/2020,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,400000000,0,231828325,191581722,423410047,1.1,23410047,0.0116,Distressed Debt
12/31/2019,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,400000000,0,296905465,191581722,488487187,1.2,88487187,0.0417,Distressed Debt
9/30/2019,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,400000000,0,304863030,171581722,476444752,1.2,76444752,0.0377,Distressed Debt
6/30/2019,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,400000000,0,309057040,171581722,480638762,1.2,80638762,0.0409,Distressed Debt
3/31/2019,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,400000000,0,295789147,171581722,467370869,1.2,67370869,0.036,Distressed Debt
12/31/2018,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,400000000,0,319164051,131581722,450745773,1.1,50745773,0.0287,Distressed Debt
9/30/2018,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,400000000,0,324791718,131581722,456373440,1.1,56373440,0.0331,Distressed Debt
6/30/2018,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,400000000,0,322270492,131581722,453852214,1.1,53852214,0.0332,Distressed Debt
3/31/2018,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,400000000,0,311278287,131581722,442860009,1.1,42860009,0.028,Distressed Debt
12/31/2017,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,400000000,0,312586318,131581722,444168040,1.1,44168040,0.0302,Distressed Debt
9/30/2017,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,400000000,0,350205544,91742598,441948142,1.1,41948142,0.0305,Distressed Debt
6/30/2017,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,400000000,0,367070869,59871299,426942168,1.1,26942168,0.0212,Distressed Debt
3/31/2017,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,400000000,0,384101855,31871299,415973154,1,15973154,0.0137,Distressed Debt
12/31/2016,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,400000000,0,411247828,0,411247828,1,11247828,0.0105,Distressed Debt
9/30/2016,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,400000000,0,397230886,0,397230886,1,-2769114,-0.0029,Distressed Debt
6/30/2016,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,400000000,0,383995763,0,383995763,1,-16004237,-0.019,Distressed Debt
3/31/2016,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,400000000,0,383539292,0,383539292,1,-16460708,-0.0221,Distressed Debt
12/31/2015,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,400000000,0,375222997,0,375222997,0.9,-24777003,-0.0385,Distressed Debt
9/30/2015,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,380000000,20000000,361995370,0,361995370,1,-18004630,-0.0328,Distressed Debt
6/30/2015,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,380000000,20000000,378517051,0,378517051,1,-1482949,-0.0032,Distressed Debt
3/31/2015,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,360000000,40000000,365238320,0,365238320,1,5238320,0.0142,Distressed Debt
12/31/2014,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,320000000,80000000,330995004,0,330995004,1,10995004,0.0381,Distressed Debt
9/30/2014,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,300000000,100000000,317706179,0,317706179,1.1,17706179,0.0841,Distressed Debt
6/30/2014,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,252000000,148000000,272853607,0,272853607,1.1,20853607,0.1478,Distressed Debt
3/31/2014,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,188000000,212000000,204212619,0,204212619,1.1,16212619,0.193,Distressed Debt
12/31/2013,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,140000000,260000000,147116224,0,147116224,1.1,7116224,0.1233,Distressed Debt
9/30/2013,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,60000000,340000000,60791014,0,60791014,1,791014,0.0225,Distressed Debt
6/30/2013,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,40000000,360000000,39459997,0,39459997,1,-540003,-0.0181,Distressed Debt
3/31/2013,29uzxs9542lntiz31r0a,"Oaktree Opportunities Fund IX, L.P.",3/26/2013,400000000,20000000,380000000,19872333,0,19872333,1,-127667,-0.0064,Distressed Debt
6/30/2021,2gsdadg826vsvh96yydj,"GI Partners Fund IV, L.P.",1/24/2014,150000000,157511128,2124034,170267488,138738400,309005888,2,151494760,0.1713,Corporate Finance/Buyout - Mid
3/31/2021,2gsdadg826vsvh96yydj,"GI Partners Fund IV, L.P.",1/24/2014,150000000,155157474,2124034,188668347,109959186,298627533,1.9,143470059,0.1703,Corporate Finance/Buyout - Mid
12/31/2020,2gsdadg826vsvh96yydj,"GI Partners Fund IV, L.P.",1/24/2014,150000000,155157474,2124034,185353852,109959186,295313038,1.9,140155564,0.1737,Corporate Finance/Buyout - Mid
9/30/2020,2gsdadg826vsvh96yydj,"GI Partners Fund IV, L.P.",1/24/2014,150000000,149681674,2124034,191406845,93009540,284416385,1.9,134734711,0.1759,Corporate Finance/Buyout - Mid
6/30/2020,2gsdadg826vsvh96yydj,"GI Partners Fund IV, L.P.",1/24/2014,150000000,149686916,2124034,186707603,93009540,279717143,1.9,130030227,0.1789,Corporate Finance/Buyout - Mid
3/31/2020,2gsdadg826vsvh96yydj,"GI Partners Fund IV, L.P.",1/24/2014,150000000,149686916,2124034,181390956,93009540,274400496,1.8,124713580,0.1813,Corporate Finance/Buyout - Mid
12/31/2019,2gsdadg826vsvh96yydj,"GI Partners Fund IV, L.P.",1/24/2014,150000000,148612025,2124034,245366820,41567002,286933822,1.9,138321797,0.2072,Corporate Finance/Buyout - Mid
9/30/2019,2gsdadg826vsvh96yydj,"GI Partners Fund IV, L.P.",1/24/2014,150000000,147271087,2728913,222657106,18845768,241502874,1.6,94231787,0.1648,Corporate Finance/Buyout - Mid
6/30/2019,2gsdadg826vsvh96yydj,"GI Partners Fund IV, L.P.",1/24/2014,150000000,146665015,3334985,214186135,18845768,233031903,1.6,86366888,0.1656,Corporate Finance/Buyout - Mid
3/31/2019,2gsdadg826vsvh96yydj,"GI Partners Fund IV, L.P.",1/24/2014,150000000,146023642,3976358,203475371,18204395,221679766,1.5,75656124,0.1609,Corporate Finance/Buyout - Mid
12/31/2018,2gsdadg826vsvh96yydj,"GI Partners Fund IV, L.P.",1/24/2014,150000000,146023642,3976358,191420014,18204395,209624409,1.4,63600767,0.1516,Corporate Finance/Buyout - Mid
9/30/2018,2gsdadg826vsvh96yydj,"GI Partners Fund IV, L.P.",1/24/2014,150000000,140342156,9657844,181356408,18204395,199560803,1.4,59218647,0.1564,Corporate Finance/Buyout - Mid
